Address,Balance
osmo1w3745nkgg8ywxvldazq4qyllsj774ardzp0xpf,51390554
osmo162dss6susvvwrsk2ut84cl6nunnd26x8cgjxl7,29889688
osmo1u4dxn9cag7fnahh5n8dz53skm3lnujy9x9x4sd,273392445
osmo1llwxw2lzxul0hkpjl65yxynkf4zl8mlcprxcph,804983900
osmo1yf8cygz4v6arqsa7ryxk7yc3mlx7ud08du886u,7131156424
osmo1fr038mrc2ygg7ryxqrjdc6pl5dp44jjexlmr2v,5600832501907
osmo1n5flpdy8zkdahru6rqtj26cf63h2cgsztnp800,89845425584
osmo1q50hkqt3lx3d9lpsj523n0qj3epr9hfsjdvwlz,32620602
osmo1faqkunw0wqvkaqcmvhs27jmv3yscjvkmku94ss,95888550
osmo1tg4dp58w4k24dhucz3nzrzhhap7ey4z67fzxvz,147948957
osmo1degrjmvaqxgkshplah9yt60d3709s076cjy5z2,66665995450
osmo1cqdtmsftv2gk0wm8p8yr5v9zjk3gsk844y7c50,13325667
osmo16vg279vhgempqyl8q5pr03fpqz7d7f05vv77h4,100000000
osmo1ywktvevvvwv3jklv2ecn9xh99rh026jdsgp56d,1179433
osmo1xav4zksl6ywwwq32lkhj0e20lkkza7k847cwae,2603034
osmo1vmeaf5y5f60vhkgwdhzr7lck7t5fz6s7msxmax,47891725
osmo198e7zq5m8yxqee79czsmusu94tqlvk30rnrvv4,49800000
osmo18hzt7w6slh74hh8v2y09a7xs3m0cf6urdm3x4a,3384702
osmo1v0w76ajefghv89jzhxe9jms0s75dmvuemvfpqy,1
osmo15zw3attjhjuj9m43peust7azq046zhmc483e20,5812094466
osmo1kyjhza27tflvdemsdh35rx7wjqjf33lk3cewvy,65000000
osmo1qnvxvm297zq5gz36shqa7dkpdrhp7xrhnqzjhn,15
osmo1zp7kkhd6k4w78efplh79h89mvff8rflsqxj4wf,6485028
osmo1r526grrxqdu4qz77cpyhdq2qh28flzlw29pht5,2271358645
osmo1er02nf9qv3jhden9rw39fe4f40qpev0mttvl4u,64979
osmo16hlrds9mp6p67hxkwjml334vrxjz7z3ml0jf5e,2903614090
osmo17ltw56nxyn75a9d94t9gvcfx77k3cvh79tcaw8,1002421358788
osmo1hh43rgmvyr289wjh2znj2r7szkn5v387c7r442,729287917105
osmo1ermc8wk0yqjwfl47xdcn429hz9zm04v04f2den,425110611
osmo1l4sfzv5aja5mxf7s0uwuz2ykqc5jd2uqtquaew,5525681513
osmo1gsqqhn83y64urhkdymv4us3vpz25jpv6x5nwyg,13915940
osmo106v0dgp92mwgerjph7aw84wwkutzuq4znz4d69,6023993125
osmo1340v9gldy66d5s30useqczma2qpeqwn77hsa92,22769002
osmo1h3ce87gvh5k9yjmv5ja38yf08v78s7xu8e0n0l,2811906994
osmo1c7r238lhtjm9prgfyw60jpyjkjw8n3jl9r9v24,89527555928
osmo19t7k5wxtc9pvmxku34ltj030czt906e5r3unkt,98380
osmo1v9afk7e9x7fqhrg2m6ajrr5mefz866xlcymwy4,829280008
osmo14t7yjh0v352054x5prws5reymjk4m2erytrj5c,1180947998
osmo107dz744gc3vy8dgv23w8kup2cermcnf3jn80ar,591321356
osmo1mapv2ahhkyac5jjwslntpcta92zvr6ha8hz0f4,1279781839
osmo1l9zqtkmc8mmqhgyhknu8u7agndf6njrq594fdk,82640047
osmo1qzpc0fz5lc4u78kkzarhw5pqj703pfq8ty9qua,20641310067
osmo1yucarpaa5p8xms6k5sfwxqv4a7lnpdrnxzflmv,216678862
osmo1tul2dt879juqzv70wft5kay2kdajes0fv459f0,6290705313
osmo13drpa509xv7z7cprg557yrxw8v6m60ecnxjr5t,8
osmo1jfa3vw3r50vyww2qwklxqn6qu06d3uf7vc63qm,29008804682
osmo1jmjjga3j2qymr2v75x3p92wwmv0x6ch66x523p,209880598160
osmo157e54tt6gs32yrwhcnty9h7kuvlwvnzd45vnvl,848712136
osmo1h6sdkav8qc3mqy86nfpgge2tw6x9fsgtk2zk53,13147421
osmo1fvfh8py05qqs5x3vz258gv68c3afh3y7uj5xml,287877468758
osmo1djt8j5szdyrdyu79qjuphf6pjm0y7ld0004707,6975250955
osmo1wqdmtvhk87vclhft7lnpw79f4r7add8qup8y6r,70544152
osmo1uh2gxycd8zf3vharxfekhhu0jddstw4x4l9hgr,479057367
osmo1u6fprsv96mx8dj234t7j5zez8hm48rrfljf57r,9013286940
osmo1lsxqjdjxr7w24gs2ntjxm4rfgunlfyrqvv5cxk,16
osmo1w0cv3dd8ugd9q028kmr064x53ah6fjxmgufzeq,483341176
osmo1387htldezj0d5sjh3a8de5vthasjg2hmceys5s,23535
osmo13cpyxcn4qgyq4zgctztla6ssy50xthm07agx3j,11472970335
osmo14gayavu8hvy2q64wzj8czvj9nrjywxvn2ppw7m,4593487
osmo16ps0967ceuer84hdpw0s40p6kny3svzjp8f4tv,38805826
osmo1yxpl8dgfm2w77wkr9dl70zfa2vyrrrkwx568mn,34290639099
osmo19f8c6rm9va46z8gc5rl08sxcdrex8835tua3cw,36800000
osmo1tyhz04rp93x2uvat3mpd67pkdgsgdrym9nqfnm,133296
osmo1lzve28smu0pvxlr3u68m8jq5zekvr3r3vyt9yu,42879448
osmo1ljz7ezhjlm85mnmk4ew77ua9zhg0k3akf5q2mc,9644950632
osmo15n77aux2m2e95jh4ejl3r3w0e7j2rdyxx7qvs9,1460669496
osmo14rcw3sh7rn9m3v6d3pa2vkzlnl8xjd6ntpjz8t,7465934
osmo142zrdg7e8spfgypz7xhkry65mkuw26ltujgvud,40000364473
osmo17e8c2y6w0dqwkwdhhnltjcv0r7d24f6tl5ncnp,297341824
osmo1fmv0nj9fgaplam537u46twdjvzcgjqmqtapdfp,3323942
osmo12ae5qvmyyvh8kvdhgv7tdgsg2se0mrujx35pxs,61766108
osmo15ddr6teum9x3a26auvgtc3g4pk666r5q34nfm8,1
osmo1k7hppl37zk392us7kaepxndz3zmsea8256al8l,1447388083
osmo1e6zdjcj3wry34hns4pw9hvse7xcv9mmtwmp0e8,12177121978
osmo16tq0vcl5t9gep0sak7evex32xdqheaxk22ahwf,79002550
osmo1ppfpugazm6mkp2d4cvk2g9g7s54cvv78ah9m28,31960902862
osmo1rqghaeqww3vw38lwglcs72tazgy95t7u6qxmp9,558482641
osmo1gjfegp0gznk4tlm3ymay638034w4wrdalpus59,6699959329
osmo1pq7mnp9wk5mzeus9gz047ajalzcl2q7pvey5j4,7562274
osmo18n4hun6rtxmtxzqswvju88gnay4clwlwslnf4l,1274551
osmo1euj0yvwxfuw0kepez47845wy325sl4z9k8xdw8,95386066
osmo1jj6hyrzrh84xjkwq7ye949krn2yvvqsdvly4vm,4026444509
osmo1nfu9j53v3dd650usnnatea8vywz5sz84vk0m6q,6912211
osmo1k6nrasqgs20jtv7rndhc8ph69amfjm5q2djsk8,131366059
osmo1hx0elm3gm3xtegeyakdam66h6350cqcsx2c6rx,7454342371
osmo1ayj98pnxpp6fnus7m574zt5yxzy9c4t5eqd73t,24633935742
osmo1xs55snr6lxsalaqrwc63cxlmgn437zzvnemwat,226242375
osmo1vv6hruquzpty4xpks9znkw8gys5x4nsng4kery,1000000
osmo1j3n4ax3vacygn95ddwsmmkdhq570z27hg898g2,4624512536
osmo1myymx3zfa3edwk5je2y4422n9y2awnxwumyh69,7892801266
osmo1uugd5wd7kdzvrw0tm95d796eesty0udq0c6yzs,20572100
osmo17p0fcu7dj6p2xkw8cwhtrpslgkzflhd6x5fa74,5941335
osmo19pa4tk69qfse2t9vfsqtflcl03ua4y96xxdnm5,2116755900
osmo124afmlh9v760u5l3uepjuy79qjv0a9pjqgeral,3105900745
osmo1n2k35l9dkm8ss20dm7uth9ztuklkpfq56qtcxn,600586309
osmo1fr4aymj2294ak7t80d5gdptgkm8mffhkd35j4a,1341838000
osmo1srd957yqjdff5lq5pup65znag26nvkqyrecwzl,219378544
osmo1nm6g6rutgqv4aw9ld2t468z6kmntnsqum0j0ka,1261538039
osmo15yfteczvqvhcs574dwgxl4pfjuh884zq56gjj2,1907239926
osmo14nhyn9dztd0wdhajd0s8qlpgynr8qzfv9drzxl,652689
osmo1zdyxw536x9t52yf8nrvr7qnsdhqw9qc9vp40px,2144689300
osmo19x0xfdremcruml049mgq28z80eguylhxn3qykw,2106897711
osmo1g5urq7wqff2asddv2jwefadhhnsre2sshtx2kg,89141254
osmo1e8ck666s6dped2q0rhdepfxt3dkrck2ule2c9v,1006190
osmo1a8dlwl4x3gzwlzjgnmgc4vutwxy87rffywag53,216539967
osmo12yzw77pp5tesu2h497vlvqkyr5t78fyshr5g3e,88601627453
osmo1tcpmk8ztqs3f2rsu0yclzcnqjs7wu7pd9e45qf,1194256
osmo1wt0kldynjxnf9kpr3nh0fvzc8xmkpxcxhes30p,157256382
osmo15unux73592jzwj3p4gzvung7v900c6hupm64m8,14516060994
osmo14g2k4karj0ccszyy604qr8rsd5852k6hp5ls4v,527851125493
osmo1qwtlwumal0tcapz8wzykd2wdraxzfwwr9ttzm8,31223452
osmo180pdyeng2am7mmqwm9ruvftsddmd2vyj3gaxx0,1008
osmo1gvj5hsnee6ezaxzv95emfpkejat9jwf2lsyx7n,9700462742
osmo1cvl7fnva8t8easaag6cnv9afe0qmj4dawapdem,5019370983
osmo1mhycqpafdmg9czwj3vmxnftcm5k9sylst668ga,6332434645
osmo1f3xhl0gqmyhnu49c8k3j7fkdv75ug0xjtaqu09,12932880724
osmo12y5pdr0q4clk5jquc0s7ysne37kyg3neqp6wl4,7474039924
osmo16dc379m0qj64g4pr4nkl7ewak52qy2srpp40er,4500
osmo1qr7mj4j7cqy7efw5yvdlkysrtnek589mk9282r,1191554
osmo192x6vhhlef62zr6qxy9gxe00km6cyt5u5g6upl,303730908
osmo1xwnpwld9ldhn6vdnk4ny5pw8nezmv2fehyfnhc,2208751734
osmo100wm5dwzckkguy2x7mjctkrjfds9z77404n94d,1000000
osmo16uym5up6ec3tyjep90dpwjtw4ck94gp8dshmqz,1000000
osmo1a43p6cszvvsh0jrmgmezsuef35qslvycrwm8ls,397526037
osmo1lyhe9syygu6nwkf3jsg6vs4xneqektltfj2nv5,85201984
osmo1p6906xu66zet86hne5z3m6lrekc29gw8x5kjnh,1552
osmo1zgz5kusx80szdyl92636q23eg3f3n2t44fjkwm,20909018
osmo18xhs7tmx833m36y7gvq9y4pqtymuu9xaqj4e88,146362311192
osmo1yhppklazvehhap0je5lerlpuwzq9jhzvc9ru7w,25254635830
osmo1s54f0mcw0naj4gjpw4h3sg0cte9q0933j08ks4,357441778118
osmo1jar0yqygdf3nayzyxcessl7syt6cz053u04qkk,8045224058
osmo1m8pu4452zf8tvnucjw0vya3g3jy402qctkgzrz,1831979340
osmo1un6nkmfd7rl7xjhuyccg0007xutygcuy6s6aw7,13596698
osmo1qhakcx7c590xa6uk5pnkn60s2gfqv9q0hxlezd,10531125656
osmo1ql8yx2ja6w78w0zpc0senpqtnc7sr0y8v27a6m,18714290
osmo1p8ktdc6st0tcd0rqx6eu32xpcf7472suchztlm,20171825521
osmo1jwq3ugjn8zrzj43fds9jredunqzzsrr6lkujpm,6764014632
osmo15kw3se66220auqlxhma5duj8t7w4ahsl66u8rs,2499279663
osmo1etqekmdzalp7psmdngw6mjk62aefu7j93c7hgk,58135850759
osmo1edd7qt0x76utgkzvptnlt7r2xkl296tmz3xmpa,125724
osmo1699hnv076nkrrhlgp34nnv7hh50q2lly4wy055,14000000
osmo1fvdw32npjtywdjvkzx2q02jl6h3xwtlculnrrh,290397846
osmo1tktkcjmyrzc39sw2zadl4yy0g9s0mxdud8ne0t,59000000
osmo1wlke2p4mdjrxnpztww5pvjq7mjhf4pj5jameve,1617519871
osmo1kxhc6wk4huhtdwaxzrp6xx5lk0sjt46c6vzpkq,1886833086
osmo17ljutklef4sxlfcrj8uqeq6trw55dlg8dwvahu,16739281687
osmo1lxsmxwezc28y0ahacalx425ay2s2jv3jqhuawv,178824272
osmo1ygj4fa008gf7rfdu0mj7rdkj06gf4kndy26agx,11632561100
osmo1f458j8dnscd5elc5wgccy45zlks24kehxzsk8k,8353593066
osmo1t34fkuyelh4uama26gytqrdpddngekdxr4dv9l,1388
osmo10zlutghfg7x85s8lusj2awgh0kcw35pwm9yktd,35647750
osmo1j0zmvggwdkmkqj9hmgqq00007vj62wjaqjx3l0,19678422
osmo16ag8wsmzgv9mr3aavd0jzfp4nmk2e4pjs9he88,50646090
osmo1sgu2npk4s87l2rm0dphnl29htqvvznm5nlkt7h,370165638
osmo1s4nzlze2s0lfaeddcf2ndgkpe8gvlkg75aldnf,24689716999
osmo1nqv6rgrj6uwurwzaek7h72h2gj6qtvy6umjek8,115538952
osmo1qgz2q9tlw3m6e4hkx0h86lxu0qym0mgng685c6,451876
osmo1237kcwsskvk8jv6rnr2ellrpsfdwyn9dndgq5j,258492763
osmo1wvffqyahhr33w3rupsr5rj30n9jpulnuaw2qqm,15373
osmo1jcsj0a5nfa3qkczh33y8hspcuxuk9meqchqmae,2821439665
osmo17v5tftch7emkaw9gnecygh305u0ecdsfc34grk,218424
osmo1qv5rc9nze4r8yfgv6qsa3329rcj9mml5yj3wul,30000000000
osmo19pf3x8ml68q3ju0tp8fs8qgs0yzwx05r8y5fd9,1912950128
osmo1xunjk63jlk93e42flk555va8ehtkrgl36e0qek,2806487
osmo1f6vwumchrlwav5h2szem4u0p3tev28zw593fcd,200780607
osmo1wnr3kpx7t2d9kvpp9806z3fhsuydcmf7js4s8k,6718417
osmo15yxjqrvku34an7xf8ftcmugmzrxqendqfdsk4m,3610981436
osmo1a3k66g94de66r4lpspavq5gpelq8nklrs3au7n,838230372
osmo1qcaugnrkmzm9gkcp46kh4fge8v33542ayj3ddt,4098698123
osmo1zhc83hmqdmdswumh9gqvcvcqrlwqvgj5u3cxll,1852299
osmo1r37dmaaq47xacufm7merycf3da79l9rxntlu8k,27643526066
osmo1m56r6xfadqscmwc7y8y6gr5cupahhezvrcnptt,4101786
osmo1k564vl6ap4zy6qm8pk6d78umk7hmv45wxvfxfy,666908
osmo1tpkk5sj5sek2h2k0a0mqd8lnk4y96vj4avg7lv,303
osmo1wz4e7nqhkwl6qw39nnxs92jegf5j9wcqu4vwk2,313235677
osmo14n2mx7yp2cc6k9gnqk3eyj2tm76zahpa40tn2p,404304
osmo1xxxfwxuge2zg4newym8nua9uw76jzh4kyp034k,423921210
osmo1djs30epmclxpq8c26atryfqjcdk7gwvmqrmx8y,44693205518
osmo13mrztkmtd4g86h8t7k983ejycxhahdr3dhnjyr,20579805460
osmo1e09gqxzfegmtrjug3epna589umuylzvhyfqrl8,943743644
osmo1lkaxvmf0wvqzpvdsw3hjcfj9ke5ytp28nvhsjv,5005855828
osmo1qlvyk7hc0rzegufj08mcgttq0f7u6wntd378p3,1299866
osmo1rq8fcj233d85e7fed2e9wz7a9aupdpnfjy55jh,75265805372
osmo1r5wea6jumzstcvqu6c59nx9m9qyjkvymdutz2h,272
osmo159jehwtcfs83qxcztfmd70dm38wxavayuf8cne,120461491
osmo1eq2wvkd5cl0sqw8l6qp2fjvg22ty7c7caq729j,1301682
osmo1py96g8x569rhqpfwgxu8qehv5sasd8nvckf8va,33870698447
osmo1p5cnyt8as23jdjsxfkvnerafj2d53wlux8ygyn,1043878594
osmo19nt7s5crnx9hd4n8kh9qkys9wcg6mfpqxslgrz,9000000000
osmo1cgg37ghrlajhzm66f3msshdv0kkdzz4j242js9,15960592
osmo1elcpqhr4t53fkg4ae6r7g8c84f54rgd5tzjxj9,242000000
osmo1p6vnau8q36hafxjee2722lal7dgyuqu8np84qq,912622710
osmo1hqwhf60933tyjqdry8tp9nxs4sf52sxwmjjldv,1998117749
osmo1hagljcg6k3u0ya4zs72pyarjqdv0384vnj2z85,26592676
osmo12v2p06wwpljdxn864qvv3tumhvxdpmrnvg099j,2723287188
osmo1w7wl545shmmlwwqhdwcju7er45nadq4cuu5l5w,79848520
osmo1z7g7dq9huhws3fqs38j8znd32xd9w3y0k8yfg4,3424790247
osmo1xjhjqpu055404wahql2ulvpcfhl3cyqfv23dmw,360516347
osmo1gp46pmxgsu3cf8pgnl6j8zk6xx3u2wutmdzan2,411868
osmo1m43wh03flrzetam7uyymn4vfuauu4zxmn23hq7,230404085
osmo17e7f9rh93jj9vvq38nzjygaf9tnq5dy84slu5n,149877816
osmo1ln766nqc4jk3z5um79em0nnhp4hn5tqq0whgzz,988300
osmo19vtwwvgfwskc075xkug7jydz5sqksavrkkegsx,15625591637
osmo1dqxyc2pzmwrw0v6e8nf9alsz9d42ffq9xq793q,902751
osmo1np6kegy7tje5z0hr02gqsxlyp0kxq7ftp2zac3,253876767
osmo1vc0rrg6czp52sgqxnvzh3vfyzpaxr00zc3rwsg,9271990726
osmo1vu8ygdrep26n68mr507h325nk9h5wkad8vrkmk,2817608888
osmo10cexzazvlq4dkvqn4f86r4s98zuv3r4f92jk8w,1392392392
osmo13sjkdmdrg29l2xtdtqrx4kvw882qt7rfusljs9,131000000
osmo14m5tk7hgq9fxd46qcrs96nav0tsc6fccrye3gg,470424945
osmo1qqk82pwu7dapt3jjdex9cqp5hlk9wjxs2h9zdy,18730000
osmo1yysmal68wul0sx07clxwg4c8qusrs5s0kqcuws,8095927200
osmo1fkst0c8ludzeyf8rs84mzkhhesau3em9u563hg,5442044519
osmo16ksgchg343ce7ff7hw4grvdqh5k6pzfvmf9jsr,1686395
osmo1k0062n3wh788fndrd6660tajtqazfxl50wjqtq,119578922
osmo1hqjd99he8576c8fjpn6p5utl2ywrfcjynmycka,5367706033
osmo1cpapj25cdx0x7d6dvu2kaqs8eg0elzqf6560wt,525579457
osmo16vzpwgdfk5m0g4wx6ghfcy62scclwq36laxu45,16334
osmo1zvv998e4982u86hhzr5345v5hrqlu63sewrf5l,1523615907889
osmo10l62awv9d47x5p7mxwg6e72velzy5rg97sx5zn,54050577
osmo1j5mzxyej2rk0v48exukax7tn2w9axq8jft4ng3,455872993
osmo1pemsztlmyugxd4hppfqj4vqz7z24ufqwzv3epr,81920704683
osmo1xt8rd6pr2tkqqgxkzrdq4yy2tsyejllszvll4x,89524788521
osmo1f3j7fn65wzqr6ej03kmlgrpfuu3d45wm2d7spc,6287760038
osmo12mj8lcqxmhq0ngqfr99dr39f45grrrew0qfng5,3639295747
osmo135dgurwdq2u23jwn80gr5tcdmzkj9w3p02r6hm,2174205656
osmo1qyewp7ysrn0gx6fuqpq4sfl5e3h7c7px4hwcxx,391621
osmo1q2ajpdysq8g4lswr9erm68862ynpv7cxlcq0ut,102278168
osmo1phmg6k3yl6zk3hkkczu7rf86nhd00d90xxxkzl,555771660
osmo1flmtpqwykutmza75js5htq8srhak4x7uaeuqpp,91064815069
osmo1uh7qk3mxa0hd4f3rr55rq6jty8szf3herqrr5k,146563911
osmo1lf0re7rgc89pnanr0wmx406u5u7kqqd358az6j,500000000000
osmo1qgxu39gn8herannh8q4mvazf9ykvp8rxph3c6h,39804372
osmo1xdgp0kdsqzmjzdyph48jggjzku7rj74nd67hh7,6479618114
osmo1g4kmqkq3j3t30rn2cmkjnxpk6rrvlhtslf9twp,104965188
osmo17n9rmwy8dreumvy08ejy24ezamxc6lz85x4mjy,145038482
osmo1phm58hmhjk8jq28pch2mjg0ukggpvu6mjysusn,2563979399
osmo1wh7gz82szkpm6ckhysajjjtpjr2vka4a3f26fz,365748
osmo1jcxewpy2cyxxfwglqpgrgllucdyphg8z036t89,107633
osmo1y9x5knzwtmufhmf4dwlrykvgchg5yerl5dvez7,253298
osmo1x83jkw0u9sfg3jg38rtf77wjurgxtjkwlvkkuz,10000000
osmo1d78v5jc2hacygvczyh4uatmge70ptamxfhzahn,2354
osmo1t308jd83sy8zcv5jzrh7cd852sjzp9umq9xhz8,2234
osmo1snze5ng0fujr7mz09u6gd23stm3y8xmcd0c74z,903634962
osmo15d5jypc4p9ysvf97zmx9w9nmw7aqpx9x9zcm5h,982660913
osmo1h4xst6frfg5vq7akadxwqfav895ld2yesjt2m2,100000
osmo1p80y4t4ct57sv70kmdyxalmrkhp6ssdtzkzyuf,523745701
osmo1zv92p2v0z7nlwhvxusesfwdxx46lgqr266dh87,2183278886
osmo1g0f6tg6h5fc5xckcanjwn0nfwl55fywdz2aafe,1094637934682
osmo1wyc7hvvulfqcvlctrq9mf3pn23dagxcc6rrpfg,29952428762
osmo13xfq4y0cv09mz773z0uxdh5mysmwnh9yfdw9k4,12018604
osmo1jxy4tyx7j99jjaw203r8qxtgm73l9nky0ayj6w,656509
osmo1cug2ar84jl3kxd7ks9xssj5vcreecnf79j0q23,55295906
osmo1ep8894caugqqlhf8wv79z3xsfycgzhqqt6xdgz,235000000
osmo1xg5336gxwstqztvtzlhnwax87ljfk94cc4y9cz,2436471
osmo1f7auwum96en2z7thrnx8pptaqmdtpkak56f4fl,129604599
osmo12evxvknx3q829l8wsz35sktr72m6qdvjafdvpm,3770322632
osmo173pls00ms0edgw2eznh6cs8gylsrpwu53zyue3,54464
osmo166dz7mfmej9v3jfvn5urpymfmf4zrqzfdxl642,509875889
osmo1xkdcwxm7ce8zxa80sexkdjfejundlp2dcurc62,445505381
osmo1f2ewqncg2t0fax00clrvwa9nx8d2hd8dln0pdc,11712078
osmo1dqcmpgk4k6epgzqvsnjvk78hcn9ac6wczde0zx,2658080727
osmo17dey840ru4zavpreauwvdsn4utla5vccg9g7qa,37404533493
osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,37980233
osmo1z2sfsn3jt7j5lytw4gydegfudztpmltqhlfzsr,647604036
osmo18jtj2tpzcd6vd0kkdcfdsymgzlmclw9ef8w4s2,509932
osmo1c7fva2tl8p2zqxw9s8klwsdp5avypp9aq3zkas,157253486
osmo1jdux6ptj5mz4ghxwywtm8x6r9m6ljk3f3snmp4,206084901388
osmo1ktyep5shj972cc7j0ksjduytff5jaeqh8w3y88,750330
osmo1unr4ytgckygg2p4c7elz5xcx07jwetazynwgul,378773367
osmo1yhmm6ed36hs6r7hs7t7pgy3kajkx7f25mkj3a3,24798321219
osmo1fenxsymwnz3hsuwja544gt7expjkp6rrxswv5d,3686674355
osmo1vczkpwtq9j756v72grmjpf53kdasg9vcwxhhfq,1921175980
osmo15966xthwykqqgaxtutwc3w2parh9nrtskzntgf,1002152351683
osmo1yqh7lwvwz9zerdzs9jjajyalkgs0uym4j2lq2y,2257182627
osmo18pud5xrke2wj88jydft7g6c9hylu96kg3yshjy,1003078934
osmo1neuv3lyh8re8ye3h093kywa54c84pknurt4vnz,28868099
osmo15wqshhuuzesj9p09nkfr2lnglw3uqe6u9u0p67,37000000
osmo16ksdnhesx4n7xgsjfzjhq8xtduh8ckg2e36hp7,1403399120
osmo17rpu7hlyq6ldysr42pnammsehg5aztvlwyrdhg,2819201297
osmo1lgmalr3y02yl8sjr25uyz430426z4kh6n80hxc,1171359171
osmo1qucl0qhc89m50est05yz4yuqn2hsa0lda9c4y0,1600801
osmo1gev78u3h3qs5xxjs05p4n2yuvwarmvfcz2hhfm,1390115449
osmo1wxh4ykk3n3qeygccalrut0mex5pe95nysw580y,9000000
osmo1wvjv9ujz5vy25ps8p2cal4f2vf2cmkla7m889m,1000000
osmo1hh02s3awx2cfzcyg59ly5ansug7he32yt73x89,38849804
osmo1fj38rhp48av7aak63t3vhnprz9njj7y92p2lka,1459036
osmo120l9hcu8j6cm379c6l4tfsvnsd6v5knr7e8rpj,1548800707
osmo1v34856ayvf3katks9ee7hag6hd9qske7meckwc,35599206708
osmo147kqg6vyp6phac7s4q9vyx2mglsuvmp3kuy4fr,2704889514
osmo1m6qzt3zczyfa78vj9jn9h6npl9w4ptf6v3xk0h,93433565
osmo12zcuuvquckpq9qs0x8fta27e5j8dhy8ef3hg8c,131298
osmo1vatkhzjrzvkt259wn37r30z2z7dx9vghsvyyfg,14958
osmo14p7mrj6v259jys9yslh8x3c0c5hlm68vu089fy,2999995450
osmo1uvmfez9yx4r9gyy2200l0kpftf47m6x0vyft37,14281
osmo1tky2duvdxhxgsul2puvw0esc3elahzsvnzar7q,2524103
osmo14x3l902y4sd2k64nnqw95tpyqvw3tzvg4pkr72,682139
osmo1uf693etwywvjrpphf8vwp79avmamdul9xvt9yk,44999999
osmo15dm330qs0kfc3nujkl3e3uqjac3za52dt3lr6w,3216123016
osmo1huqjpv4n6z3jfkezz00j33tzvs9ec94rqqvze9,14958
osmo1l5tg9cqz5yzsvmave5sq87zg5v4trpult7lx0e,572583352
osmo12akpzlmqyuc6gy647dwt3m4tzsx0cjc5sc9hg6,619766094
osmo1v7k5clqc4qvnqrvk4v72ek6zs8zpv9e63nfpem,2559021050
osmo1vlwjtwkf8kg6whduhu5e6aa4a3627df3yahfwv,90266887414
osmo167955hw3dxdpd0yprk2497cvepf8huts6cslty,210787001
osmo1mnplvwrfmdhp59268m6u3tpcgm8ns000rgrxfs,35999995450
osmo1mme5u34kd53t4syclka0tqnkjaq37kmc64up43,90500000
osmo17e8pgdt5xk6a57x5erm479dlpd3t48rctn9c96,4919792261
osmo1qnprry5652szuzr4sp9wkc0pc5s8v53yzucyla,22850877813
osmo1sghqztvgjv3ug6ltpvvwwyhpt35u7hu8cvqaft,2112823796
osmo1exdnjwnny5grxpkxkr9yyzryfnjrjv70mcczmn,9954364
osmo145n6v40xfyzegu66mwh8wytv47pywwlul69qv2,79848155
osmo1mx6anmnee7458da9usld6z0pt4t6hzrlsm3nlv,9034613006
osmo17f7vgjn9hfxpcxau2mzt47lxtrx3vffs22cfwj,142201783150
osmo17sr8n6fdttdg2jlsjl3gt8p8388pzsyev3r6zr,55354484
osmo189g9war7xmrl68g4rxjgafjl0e99jnh9dd8a3u,485254466
osmo15wxvuvjdyf94gm79jym8pqt5ahgzzuny55cx4d,1884993282
osmo14ghs6hs8xkl9racufmqnvmg4l0n7unhpckqdae,147000000
osmo1cprpmtj3k9artk40nvm5xd8asqqm0gq5l28lal,56137968
osmo17s6ucafgwc9khrvgphemalcuxz2lv2ucds7tgk,15529040788
osmo1lgleut0zv8yvs0evpp333gy0wuvv2w9c3t7udj,7134408
osmo1zjtvs7na8mck7l2cyhdt8cnz2jzusxtdyc0ht5,2284850935
osmo1fwwaf4c4cfguvptr24efl26e4szqzxrs78zpkl,316395187
osmo1htr84ep3rr7vwkaldqqv7jvpgnd6keke9lzprt,33191453169
osmo128x9nw0hz69y28f3ylxvc902ef6yhjw4xflwhv,273519388
osmo13dyezaxs8zwjldqedjnu7peldxvqwkzmqzdk3d,135000000
osmo1jyk3fzjan5ujdc8nfp4halrggguukfya8dxwwh,1089644878
osmo1j0kknh8l7lfkg4srpmlw8h4k5l7pz8t3hn4n44,11696880
osmo1klx9edhenq7vv8esprxzvuzuqhdshhk0jw0q7n,10001742687
osmo1yuev5g8pyvh98lhta7r348arp598phhcz5f7lv,1970657
osmo1x9y8gckwx6z34aus397cfza3tfwmsfgw5dmuec,29406236
osmo1xagvnjh07hxnv05a2gd60av6kjmvlncjlqs92c,1002489186
osmo17huxs6rlnk444es8h5jv89wz3y8avlf3zn4thk,227480030
osmo14etwaesy8nnn5f83unmyh4a3kcqpny7we4fmrg,2365117
osmo1h2wtf356hvdm2ft2sfyrxnetv3a98g49q2w73x,29938688734
osmo1xprc9m6r5f4tuugm8xhej6v9t0rkspyq4w69k2,130151140
osmo10aj9r5m8wx45hxat5zjsqkse9facdt4rmhu7em,900
osmo1sqxksenp75gpxgmvy4aq8vy2nnhdxtymtzck5f,55259917245
osmo157glcvuxw6z79vzx9fq8h2yvc33wq7xvl0zxsj,7944642908
osmo160rg8v8x2jcrm22ue80zhx5d76acgkv7qw356l,1995171700
osmo1mzk360e8tagp3j8wc7crywgnlfm7ttfqn4fc3f,17984
osmo1mr3q5fa3tg63s8294g9wrggx3hcy9u7dpkp07t,178931413494
osmo1uvawzxzm5hw2yyflg4q8vq223432566sgkk7y4,348441038
